cik10,feature_year,company_name,split,research_sector,sic,target_status,D5_revenues,anchor_t1_accn,B_revenues_reason,B_revenues_strategy,B_comparative_t_revenues_value,B_current_t1_revenues_value,B_comparative_t_revenues_tag,B_current_t1_revenues_tag,B_comparative_t_revenues_accn,B_current_t1_revenues_accn,B_comparative_t_revenues_start,B_comparative_t_revenues_end,B_current_t1_revenues_start,B_current_t1_revenues_end,B_comparative_t_revenues_statement_file,B_comparative_t_revenues_statement_short_name,B_comparative_t_revenues_statement_long_name,B_comparative_t_revenues_statement_role_uri,B_comparative_t_revenues_statement_label,B_comparative_t_revenues_statement_concepts,B_comparative_t_revenues_statement_row_class,B_comparative_t_revenues_statement_priority,B_comparative_t_revenues_statement_scale,B_comparative_t_revenues_statement_scale_label,B_revenues_statement_candidate_count,B_revenues_statement_candidates_json,year_band,old_concept_pair,revision_delta,scaled_revision_delta,abs_revenue_revision_delta,abs_scaled_revision_delta,review_category,statement_url,local_statement_path,manual_review_outcome,manual_statement_is_primary_consolidated,manual_row_is_total_revenue,manual_current_value_matches,manual_comparative_value_matches,manual_provenance_matches,manual_selection_error,manual_notes
0001611983,2014,Liberty Broadband Corp,train,Extended_Candidate,4841,missing,0.0,0001558370-16-003202,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,69045000.0,91182000.0,SalesRevenueNet,SalesRevenueNet,0001558370-16-003202,0001558370-16-003202,2014-01-01,2014-12-31,2015-01-01,2015-12-31,R4.htm,Condensed Combined Statements of Operations,00200 - Statement - Condensed Combined Statements of Operations,http://ir.libertybroadband.com/role/StatementCondensedCombinedStatementsOfOperations,Total revenue,us-gaap:SalesRevenueNet,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Condensed Combined Statements of Operations"",""long_name"":""00200 - Statement - Condensed Combined Statements of Operations"",""role"":""http://ir.libertybroadband.com/role/StatementCondensedCombinedStatementsOfOperations"",""label"":""Total revenue"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2014-12-31"",""comparative_value"":69045000.0,""current_end"":""2015-12-31"",""current_value"":91182000.0}]",2011-2014,sales_revenue_net -> services_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1611983/000155837016003202/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001611983/000155837016003202/R4.htm,pending,,,,,,,
0000310142,2015,SENSIENT TECHNOLOGIES CORP,train,Industrials_Manufacturing,2860,available,0.0,0001140361-17-008738,primary_statement_consolidated_revenue_confirmed,goods_revenue_only,1375964000.0,1383210000.0,SalesRevenueGoodsNet,SalesRevenueGoodsNet,0001140361-17-008738,0001140361-17-008738,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R2.htm,CONSOLIDATED STATEMENTS OF EARNINGS,010000 - Statement - CONSOLIDATED STATEMENTS OF EARNINGS,http://sensient.com/role/ConsolidatedStatementsOfEarnings,Revenue,us-gaap:SalesRevenueGoodsNet,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF EARNINGS"",""long_name"":""010000 - Statement - CONSOLIDATED STATEMENTS OF EARNINGS"",""role"":""http://sensient.com/role/ConsolidatedStatementsOfEarnings"",""label"":""Revenue"",""concepts"":""us-gaap:SalesRevenueGoodsNet"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":1375964000.0,""current_end"":""2016-12-31"",""current_value"":1383210000.0}]",2015-2018,revenues_general -> goods_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/310142/000114036117008738/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0000310142/000114036117008738/R2.htm,pending,,,,,,,
0000789019,2015,MICROSOFT CORP,train,Technology,7372,available,0.0,0001193125-16-662209,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,93580000000.0,85320000000.0,SalesRevenueNet,SalesRevenueNet,0001193125-16-662209,0001193125-16-662209,2014-07-01,2015-06-30,2015-07-01,2016-06-30,R2.htm,INCOME STATEMENTS,1003 - Statement - INCOME STATEMENTS,http://www.microsoft.com/taxonomy/role/StatementOfIncome,Total revenue,us-gaap:SalesRevenueNet,rou,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""INCOME STATEMENTS"",""long_name"":""1003 - Statement - INCOME STATEMENTS"",""role"":""http://www.microsoft.com/taxonomy/role/StatementOfIncome"",""label"":""Total revenue"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""rou"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2015-06-30"",""comparative_value"":93580000000.0,""current_end"":""2016-06-30"",""current_value"":85320000000.0}]",2015-2018,sales_revenue_net -> goods_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/789019/000119312516662209/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0000789019/000119312516662209/R2.htm,pending,,,,,,,
0001176334,2015,MARTIN MIDSTREAM PARTNERS L.P.,train,Extended_Candidate,5171,available,1.0,0001176334-17-000011,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,1036844000.0,827391000.0,SalesRevenueNet,SalesRevenueNet,0001176334-17-000011,0001176334-17-000011,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.martinmidstream.com/role/ConsolidatedStatementsOfOperations,Total revenues,us-gaap:SalesRevenueNet,reu,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.martinmidstream.com/role/ConsolidatedStatementsOfOperations"",""label"":""Total revenues"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""reu"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":1036844000.0,""current_end"":""2016-12-31"",""current_value"":827391000.0}]",2015-2018,sales_revenue_net -> goods_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1176334/000117633417000011/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001176334/000117633417000011/R4.htm,pending,,,,,,,
0000746838,2016,UNISYS CORP,train,Technology,7373,available,0.0,0000746838-18-000009,primary_statement_consolidated_revenue_confirmed,revenues_general,2820700000.0,2741800000.0,Revenues,Revenues,0000746838-18-000009,0000746838-18-000009,2016-01-01,2016-12-31,2017-01-01,2017-12-31,R2.htm,Consolidated Statements of Income,1001000 - Statement - Consolidated Statements of Income,http://www.unisys.com/role/ConsolidatedStatementsOfIncome,Total revenue,us-gaap:Revenues,rou,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Statements of Income"",""long_name"":""1001000 - Statement - Consolidated Statements of Income"",""role"":""http://www.unisys.com/role/ConsolidatedStatementsOfIncome"",""label"":""Total revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2016-12-31"",""comparative_value"":2820700000.0,""current_end"":""2017-12-31"",""current_value"":2741800000.0}]",2015-2018,revenues_general -> services_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/746838/000074683818000009/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0000746838/000074683818000009/R2.htm,pending,,,,,,,
0000883107,2016,"SOLESENCE, INC.",train,Industrials_Manufacturing,2844,available,0.0,0001387131-18-001319,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,10783000.0,12471000.0,SalesRevenueNet,SalesRevenueNet,0001387131-18-001319,0001387131-18-001319,2016-01-01,2016-12-31,2017-01-01,2017-12-31,R4.htm,STATEMENTS OF OPERATIONS,00000004 - Statement - STATEMENTS OF OPERATIONS,http://nanophase.com/role/StatementsOfOperations,Total revenue,us-gaap:SalesRevenueNet,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""STATEMENTS OF OPERATIONS"",""long_name"":""00000004 - Statement - STATEMENTS OF OPERATIONS"",""role"":""http://nanophase.com/role/StatementsOfOperations"",""label"":""Total revenue"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2016-12-31"",""comparative_value"":10783000.0,""current_end"":""2017-12-31"",""current_value"":12471000.0}]",2015-2018,sales_revenue_net -> goods_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/883107/000138713118001319/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000883107/000138713118001319/R4.htm,pending,,,,,,,
0001057379,2016,"HACKETT GROUP, INC.",train,Extended_Candidate,8742,available,0.0,0001564590-18-005161,primary_statement_consolidated_revenue_confirmed,revenues_general,288561000.0,285862000.0,Revenues,Revenues,0001564590-18-005161,0001564590-18-005161,2016-01-02,2016-12-30,2016-12-31,2017-12-29,R4.htm,Consolidated Statements of Operations,100030 - Statement - Consolidated Statements of Operations,http://www.thehackettgroup.com/20171229/taxonomy/role/StatementConsolidatedStatementsOfOperations,Total revenue,us-gaap:Revenues,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""100030 - Statement - Consolidated Statements of Operations"",""role"":""http://www.thehackettgroup.com/20171229/taxonomy/role/StatementConsolidatedStatementsOfOperations"",""label"":""Total revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2016-12-30"",""comparative_value"":288561000.0,""current_end"":""2017-12-29"",""current_value"":285862000.0}]",2015-2018,revenues_general -> services_revenue_only,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1057379/000156459018005161/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001057379/000156459018005161/R4.htm,pending,,,,,,,
0001087294,2016,CUMBERLAND PHARMACEUTICALS INC,train,Industrials_Manufacturing,2834,available,0.0,0001628280-18-003034,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,33025560.0,41150131.0,SalesRevenueNet,SalesRevenueNet,0001628280-18-003034,0001628280-18-003034,2016-01-01,2016-12-31,2017-01-01,2017-12-31,R4.htm,Consolidated Statements of Income and Comprehensive Income (Loss),1002000 - Statement - Consolidated Statements of Income and Comprehensive Income (Loss),http://cumberlandpharma.com/role/ConsolidatedStatementsOfIncomeAndComprehensiveIncomeLoss,Net revenues,us-gaap:SalesRevenueNet,rou,1.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Income and Comprehensive Income (Loss)"",""long_name"":""1002000 - Statement - Consolidated Statements of Income and Comprehensive Income (Loss)"",""role"":""http://cumberlandpharma.com/role/ConsolidatedStatementsOfIncomeAndComprehensiveIncomeLoss"",""label"":""Net revenues"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""rou"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""1"",""comparative_end"":""2016-12-31"",""comparative_value"":33025560.0,""current_end"":""2017-12-31"",""current_value"":41150131.0}]",2015-2018,sales_revenue_net -> revenues_general,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1087294/000162828018003034/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001087294/000162828018003034/R4.htm,pending,,,,,,,
0001611046,2016,ModuLink Inc.,train,Extended_Candidate,7000,missing,1.0,0001553350-17-000782,primary_statement_consolidated_revenue_confirmed,revenues_general,98943.0,60534.0,Revenues,Revenues,0001553350-17-000782,0001553350-17-000782,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R4.htm,STATEMENTS OF OPERATIONS,00000004 - Statement - STATEMENTS OF OPERATIONS,http://Internationalendeavorscorp.com/role/IncomeStatement4,Total Revenue,us-gaap:Revenues,reu,0.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""STATEMENTS OF OPERATIONS"",""long_name"":""00000004 - Statement - STATEMENTS OF OPERATIONS"",""role"":""http://Internationalendeavorscorp.com/role/IncomeStatement4"",""label"":""Total Revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""reu"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":98943.0,""current_end"":""2016-12-31"",""current_value"":60534.0}]",2015-2018,sales_revenue_net -> revenues_general,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1611046/000155335017000782/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001611046/000155335017000782/R4.htm,pending,,,,,,,
0000004457,2018,U-Haul Holding Co /NV/,train,Extended_Candidate,7510,missing,0.0,0000004457-20-000053,primary_statement_consolidated_revenue_confirmed,revenues_general,3768707000.0,3978868000.0,Revenues,Revenues,0000004457-20-000053,0000004457-20-000053,2018-04-01,2019-03-31,2019-04-01,2020-03-31,R4.htm,Condensed Consolidated Statements of Operations,00020 - Statement - Condensed Consolidated Statements of Operations,http://amerco.com/role/StatementOfIncome,Total revenues,us-gaap:Revenues,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Condensed Consolidated Statements of Operations"",""long_name"":""00020 - Statement - Condensed Consolidated Statements of Operations"",""role"":""http://amerco.com/role/StatementOfIncome"",""label"":""Total revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2019-03-31"",""comparative_value"":3768707000.0,""current_end"":""2020-03-31"",""current_value"":3978868000.0}]",2015-2018,revenues_general -> contract_revenue_including_tax,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/4457/000000445720000053/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000004457/000000445720000053/R4.htm,pending,,,,,,,
0001524472,2018,Xylem Inc.,train,Industrials_Manufacturing,3561,available,0.0,0001524472-20-000006,primary_statement_consolidated_revenue_confirmed,revenues_general,5207000000.0,5249000000.0,Revenues,Revenues,0001524472-20-000006,0001524472-20-000006,2018-01-01,2018-12-31,2019-01-01,2019-12-31,R2.htm,Consolidated Income Statements,1001000 - Statement - Consolidated Income Statements,http://www.xyleminc.com/role/ConsolidatedIncomeStatements,Revenue,us-gaap:Revenues,ro,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Income Statements"",""long_name"":""1001000 - Statement - Consolidated Income Statements"",""role"":""http://www.xyleminc.com/role/ConsolidatedIncomeStatements"",""label"":""Revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2018-12-31"",""comparative_value"":5207000000.0,""current_end"":""2019-12-31"",""current_value"":5249000000.0}]",2015-2018,revenues_general -> contract_revenue_including_tax,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1524472/000152447220000006/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0001524472/000152447220000006/R2.htm,pending,,,,,,,
0000821026,2019,"Andersons, Inc.",train,Extended_Candidate,5150,available,0.0,0000821026-21-000060,primary_statement_consolidated_revenue_confirmed,revenues_general,8170191000.0,8208436000.0,Revenues,Revenues,0000821026-21-000060,0000821026-21-000060,2019-01-01,2019-12-31,2020-01-01,2020-12-31,R4.htm,Consolidated Statements of Operations,100030004 - Statement - Consolidated Statements of Operations,http://www.andersonsinc.com/role/ConsolidatedStatementsofOperations,Revenues,us-gaap:Revenues,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""100030004 - Statement - Consolidated Statements of Operations"",""role"":""http://www.andersonsinc.com/role/ConsolidatedStatementsofOperations"",""label"":""Revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2019-12-31"",""comparative_value"":8170191000.0,""current_end"":""2020-12-31"",""current_value"":8208436000.0}]",2019-2022,contract_revenue_excluding_tax -> revenues_general,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/821026/000082102621000060/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000821026/000082102621000060/R4.htm,pending,,,,,,,
0001294133,2019,Inogen Inc,train,Industrials_Manufacturing,3842,available,1.0,0001564590-21-008106,primary_statement_consolidated_revenue_confirmed,revenues_general,361943000.0,308487000.0,Revenues,Revenues,0001564590-21-008106,0001564590-21-008106,2019-01-01,2019-12-31,2020-01-01,2020-12-31,R4.htm,Consolidated Statements of Comprehensive Income (Loss),100030 - Statement - Consolidated Statements of Comprehensive Income (Loss),http://www.inogen.net/20201231/taxonomy/role/StatementConsolidatedStatementsOfComprehensiveIncomeLoss,Total revenue,us-gaap:Revenues,rou,1.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Comprehensive Income (Loss)"",""long_name"":""100030 - Statement - Consolidated Statements of Comprehensive Income (Loss)"",""role"":""http://www.inogen.net/20201231/taxonomy/role/StatementConsolidatedStatementsOfComprehensiveIncomeLoss"",""label"":""Total revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""1"",""comparative_end"":""2019-12-31"",""comparative_value"":361943000.0,""current_end"":""2020-12-31"",""current_value"":308487000.0}]",2019-2022,contract_revenue_excluding_tax -> revenues_general,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1294133/000156459021008106/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001294133/000156459021008106/R4.htm,pending,,,,,,,
0001657853,2019,"HERTZ GLOBAL HOLDINGS, INC",train,Extended_Candidate,7510,missing,1.0,0001657853-21-000006,primary_statement_consolidated_revenue_confirmed,revenues_general,9779000000.0,5258000000.0,Revenues,Revenues,0001657853-21-000006,0001657853-21-000006,2019-01-01,2019-12-31,2020-01-01,2020-12-31,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,100030004 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.hertz.com/role/CONSOLIDATEDSTATEMENTSOFOPERATIONS,Total revenues,us-gaap:Revenues,rou,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""100030004 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.hertz.com/role/CONSOLIDATEDSTATEMENTSOFOPERATIONS"",""label"":""Total revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2019-12-31"",""comparative_value"":9779000000.0,""current_end"":""2020-12-31"",""current_value"":5258000000.0}]",2019-2022,revenues_general -> contract_revenue_including_tax,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1657853/000165785321000006/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001657853/000165785321000006/R4.htm,pending,,,,,,,
0001666071,2020,"Cardlytics, Inc.",train,Technology,7370,available,0.0,0001666071-22-000022,primary_statement_consolidated_revenue_confirmed,revenues_general,186892000.0,267116000.0,Revenues,Revenues,0001666071-22-000022,0001666071-22-000022,2020-01-01,2020-12-31,2021-01-01,2021-12-31,R5.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,1003005 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.cardlytics.com/role/CONSOLIDATEDSTATEMENTSOFOPERATIONS,Revenue,us-gaap:Revenues,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R5.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""1003005 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.cardlytics.com/role/CONSOLIDATEDSTATEMENTSOFOPERATIONS"",""label"":""Revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2020-12-31"",""comparative_value"":186892000.0,""current_end"":""2021-12-31"",""current_value"":267116000.0}]",2019-2022,contract_revenue_excluding_tax -> revenues_general,,,,,historical_concept_conflict,https://www.sec.gov/Archives/edgar/data/1666071/000166607122000022/R5.htm,data/raw/sec_filings/revenue_statement_evidence/0001666071/000166607122000022/R5.htm,pending,,,,,,,
0000047217,2015,HP INC,train,Technology,3570,available,0.0,0000047217-16-000093,primary_statement_consolidated_revenue_confirmed,revenues_general,51463000000.0,48238000000.0,Revenues,Revenues,0000047217-16-000093,0000047217-16-000093,2014-11-01,2015-10-31,2015-11-01,2016-10-31,R2.htm,Consolidated Statements of Earnings,1001000 - Statement - Consolidated Statements of Earnings,http://www.hp.com/role/ConsolidatedStatementsOfEarnings,Net revenue,us-gaap:Revenues,ro,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Statements of Earnings"",""long_name"":""1001000 - Statement - Consolidated Statements of Earnings"",""role"":""http://www.hp.com/role/ConsolidatedStatementsOfEarnings"",""label"":""Net revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2015-10-31"",""comparative_value"":51463000000.0,""current_end"":""2016-10-31"",""current_value"":48238000000.0}]",2015-2018,,-51892000000.0,-0.502075371293116,51892000000.0,,largest_revenue_revision_delta_absolute,https://www.sec.gov/Archives/edgar/data/47217/000004721716000093/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0000047217/000004721716000093/R2.htm,pending,,,,,,,
0001413329,2017,Philip Morris International Inc.,train,Industrials_Manufacturing,2111,available,0.0,0001413329-19-000007,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,28748000000.0,29625000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0001413329-19-000007,0001413329-19-000007,2017-01-01,2017-12-31,2018-01-01,2018-12-31,R2.htm,Consolidated Statements of Earnings,1001000 - Statement - Consolidated Statements of Earnings,http://www.pmi.com/role/ConsolidatedStatementsOfEarnings,Net revenues (Notes 2 & 21),us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Statements of Earnings"",""long_name"":""1001000 - Statement - Consolidated Statements of Earnings"",""role"":""http://www.pmi.com/role/ConsolidatedStatementsOfEarnings"",""label"":""Net revenues (Notes 2 & 21)"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2017-12-31"",""comparative_value"":28748000000.0,""current_end"":""2018-12-31"",""current_value"":29625000000.0}]",2015-2018,,-49350000000.0,-0.6318983840815385,49350000000.0,,largest_revenue_revision_delta_absolute,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000007/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0001413329/000141332919000007/R2.htm,pending,,,,,,,
0001666700,2018,"DuPont de Nemours, Inc.",train,Industrials_Manufacturing,2821,ambiguous,0.0,0001666700-20-000006,primary_statement_consolidated_revenue_confirmed,revenues_general,22594000000.0,21512000000.0,Revenues,Revenues,0001666700-20-000006,0001666700-20-000006,2018-01-01,2018-12-31,2019-01-01,2019-12-31,R2.htm,Consolidated Statements of Income,1001000 - Statement - Consolidated Statements of Income,http://dow.com/role/ConsolidatedStatementsOfIncome,Net sales,us-gaap:Revenues,ro,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Statements of Income"",""long_name"":""1001000 - Statement - Consolidated Statements of Income"",""role"":""http://dow.com/role/ConsolidatedStatementsOfIncome"",""label"":""Net sales"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2018-12-31"",""comparative_value"":22594000000.0,""current_end"":""2019-12-31"",""current_value"":21512000000.0}]",2015-2018,,-63383000000.0,-0.7372087883968969,63383000000.0,,largest_revenue_revision_delta_absolute,https://www.sec.gov/Archives/edgar/data/1666700/000166670020000006/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0001666700/000166670020000006/R2.htm,pending,,,,,,,
0000823277,2015,CHS INC,train,Extended_Candidate,5150,available,1.0,0000823277-16-000065,primary_statement_consolidated_revenue_confirmed,revenues_general,34582442000.0,30347203000.0,Revenues,Revenues,0000823277-16-000065,0000823277-16-000065,2014-09-01,2015-08-31,2015-09-01,2016-08-31,R3.htm,Consolidated Statements of Operations,1003000 - Statement - Consolidated Statements of Operations,http://www.chsinc.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R3.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1003000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.chsinc.com/role/ConsolidatedStatementsOfOperations"",""label"":""Revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2015-08-31"",""comparative_value"":34582442000.0,""current_end"":""2016-08-31"",""current_value"":30347203000.0}]",2015-2018,,34547860000.0,999.0127812156612,34547860000.0,,largest_revenue_revision_delta_absolute;largest_revenue_revision_delta_scaled,https://www.sec.gov/Archives/edgar/data/823277/000082327716000065/R3.htm,data/raw/sec_filings/revenue_statement_evidence/0000823277/000082327716000065/R3.htm,pending,,,,,,,
0000823277,2016,CHS INC,train,Extended_Candidate,5150,available,0.0,0000823277-17-000053,primary_statement_consolidated_revenue_confirmed,revenues_general,30347203000.0,31934751000.0,Revenues,Revenues,0000823277-17-000053,0000823277-17-000053,2015-09-01,2016-08-31,2016-09-01,2017-08-31,R3.htm,Consolidated Statements of Operations,1003000 - Statement - Consolidated Statements of Operations,http://www.chsinc.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R3.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1003000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.chsinc.com/role/ConsolidatedStatementsOfOperations"",""label"":""Revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2016-08-31"",""comparative_value"":30347203000.0,""current_end"":""2017-08-31"",""current_value"":31934751000.0}]",2015-2018,,30316856000.0,999.0066892938346,30316856000.0,,largest_revenue_revision_delta_absolute;largest_revenue_revision_delta_scaled,https://www.sec.gov/Archives/edgar/data/823277/000082327717000053/R3.htm,data/raw/sec_filings/revenue_statement_evidence/0000823277/000082327717000053/R3.htm,pending,,,,,,,
