rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
180,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__010,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__010,L+D,"{""C"": 10.0, ""imbalance"": ""none"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36920560234424155,0.73125386366521417,0.37262931388267545,0.044157391484092728,78.972658959042747,0.19692245142143114,-0.012449249584255584,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__010|seed=20260818
181,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__005,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__005,L+D,"{""C"": 0.1, ""imbalance"": ""none"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36913161181086462,0.73237993628065701,0.37308023597282358,0.047740365277047073,11.485299750987906,0.19684846088805422,-0.012523240117632506,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__005|seed=20260818
182,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__008,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__008,L+D,"{""C"": 1.0, ""imbalance"": ""none"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36886690786824317,0.73145053326327381,0.37286333860853843,0.0466044963855849,27.984573918103706,0.19658375694543276,-0.012787944060253964,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__008|seed=20260818
183,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__010,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__010,L+D+R,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36873211970649838,0.73162180855227532,0.37532148293829698,0.060190763099936428,69.833590166992508,0.19644896878368798,-0.012922732221998745,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__010|seed=20260818
184,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__008,SVM RBF | model_stage_v1__coarse__rbf_svm__008,L+D,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36872893210079033,0.69868860344729034,0.37549929439954305,0.055238487239443537,43.609640417038463,0.19644578117797992,-0.0129259198277068,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__008|seed=20260818
185,xgboost,XGBoost,model_stage_v1__coarse__xgboost__003,XGBoost | model_stage_v1__coarse__xgboost__003,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36831730718380495,0.73655935175129483,0.37228500933433278,0.057541044577644418,12.739913665980566,0.19603415626099455,-0.013337544744692176,xgboost|L|model_stage_v1__coarse__xgboost__003|seed=20260818
186,xgboost,XGBoost,model_stage_v1__coarse__xgboost__003,XGBoost | model_stage_v1__coarse__xgboost__003,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36824780220930337,0.73810217797663202,0.37241414998984257,0.052471669684562391,14.777630456956103,0.19596465128649296,-0.013407049719193764,xgboost|L+D|model_stage_v1__coarse__xgboost__003|seed=20260818
187,xgboost,XGBoost,model_stage_v1__coarse__xgboost__014,XGBoost | model_stage_v1__coarse__xgboost__014,L+D+R,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36760187353479284,0.73098933243899444,0.37268111991353886,0.059703066782050562,31.389517500007059,0.19531872261198244,-0.014052978393704285,xgboost|L+D+R|model_stage_v1__coarse__xgboost__014|seed=20260818
188,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__004,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__004,L+D,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36687378686541311,0.73410804053264567,0.3706492215321075,0.047011738405181101,12.549432708940003,0.1945906359426027,-0.01478106506308402,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__004|seed=20260818
189,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__008,SVM RBF | model_stage_v1__coarse__rbf_svm__008,L+D+R,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36673848608552162,0.70580047338435381,0.3761240915725273,0.050780509087914497,44.553196374967229,0.19445533516271121,-0.01491636584297551,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__008|seed=20260818
190,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__002,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__002,L+D,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36616321064364621,0.72213452338239115,0.37063906194481344,0.049292286615987675,52.997775000112597,0.1938800597208358,-0.015491641284850921,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__002|seed=20260818
191,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__011,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__011,L,"{""C"": 100.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36595861740396196,0.73288716249672015,0.36529395067560938,0.045813239722748832,45.009491915989202,0.19367546648115155,-0.015696234524535169,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__011|seed=20260818
192,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__012,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__012,L,"{""C"": 100.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.75}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36593430389374748,0.73288515390730324,0.36531347691422361,0.04582912575286513,64.315828749968205,0.19365115297093707,-0.015720548034749648,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__012|seed=20260818
193,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__002,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__002,L+D,"{""C"": 0.01, ""imbalance"": ""none"", ""l1_ratio"": 0.5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36552828395908793,0.73307163708760503,0.37120284286788757,0.046915265954226605,10.813987460103817,0.19324513303627752,-0.0161265679694092,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__002|seed=20260818
194,xgboost,XGBoost,model_stage_v1__coarse__xgboost__002,XGBoost | model_stage_v1__coarse__xgboost__002,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36543381266168701,0.72879150520477154,0.36963477873681255,0.057825944183745405,25.775834542058874,0.1931506617388766,-0.016221039266810122,xgboost|L+D+R|model_stage_v1__coarse__xgboost__002|seed=20260818
195,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__009,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__009,L,"{""C"": 1.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36525944670846477,0.73304980085122873,0.36415714495142743,0.048039416780284713,18.37771041796077,0.19297629578565437,-0.016395405220032355,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__009|seed=20260818
196,xgboost,XGBoost,model_stage_v1__coarse__xgboost__016,XGBoost | model_stage_v1__coarse__xgboost__016,L,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36523441827304892,0.73161931216257148,0.36715971240790868,0.051015083102974909,14.265833124984056,0.19295126735023851,-0.016420433655448208,xgboost|L|model_stage_v1__coarse__xgboost__016|seed=20260818
197,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__006,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__006,L,"{""C"": 0.1, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3651345583641441,0.73298354609460203,0.36440349727956955,0.048470223314347596,20.288193623011466,0.19285140744133369,-0.016520293564353028,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__006|seed=20260818
198,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__002,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__002,L,"{""C"": 1.0, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36497693395326292,0.73311120629912008,0.36419909625590607,0.047563543421028601,11.202386333025061,0.19269378303045251,-0.016677917975234213,fixed_l2_logistic|L|model_stage_v1__coarse__fixed_l2_logistic__002|seed=20260818
199,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__010,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__010,L,"{""C"": 10.0, ""imbalance"": ""none"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36409365572686292,0.73188292517648612,0.364883523082556,0.046238783234727229,48.642950291046873,0.19181050480405251,-0.01756119620163421,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__010|seed=20260818
200,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__001,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__001,L,"{""C"": 1.0, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36355322016647007,0.73196986840410794,0.36422210653402792,0.047517351024433913,11.458560416067485,0.19127006924365966,-0.018101631762027059,fixed_l2_logistic|L|model_stage_v1__coarse__fixed_l2_logistic__001|seed=20260818
201,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__007,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__007,L,"{""C"": 1.0, ""imbalance"": ""none"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36341666518768478,0.73194929470965098,0.3641777167122302,0.047700547048220084,26.635434706986416,0.19113351426487438,-0.018238186740812345,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__007|seed=20260818
202,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__008,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__008,L,"{""C"": 1.0, ""imbalance"": ""none"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36329616907996287,0.73177847852680189,0.36398706248345764,0.047830190631500354,20.303613414987922,0.19101301815715246,-0.018358682848534258,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__008|seed=20260818
203,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__008,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__008,L+D+R,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [32, 16], ""imbalance"": ""sqrt"", ""learning_rate"": 0.001, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36261296709609325,0.7147810488325963,0.37050323337376906,0.044759086563736804,58.996185831958428,0.19032981617328285,-0.019041884832403877,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__008|seed=20260818
204,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__003,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__003,L,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36244149290377659,0.73284371957704386,0.36314268727767957,0.049988232639249286,10.463372417958453,0.19015834198096618,-0.019213359024720544,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__003|seed=20260818
205,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__008,SVM RBF | model_stage_v1__coarse__rbf_svm__008,L,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36230167619672132,0.69492637199856477,0.36455016915694877,0.061864323850976316,41.926475540967658,0.19001852527391092,-0.019353175731775807,rbf_svm|L|model_stage_v1__coarse__rbf_svm__008|seed=20260818
206,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__005,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__005,L,"{""C"": 0.1, ""imbalance"": ""none"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36220129268055973,0.73161532367787185,0.36486555681888061,0.04917269158024911,20.3139936249936,0.18991814175774932,-0.019453559247937402,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__005|seed=20260818
207,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__004,SVM RBF | model_stage_v1__coarse__rbf_svm__004,L,"{""C"": 1.0, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36139971108931168,0.71744392190512529,0.36305257527877433,0.062994123782397118,35.017580875079148,0.18911656016650127,-0.020255140839185448,rbf_svm|L|model_stage_v1__coarse__rbf_svm__004|seed=20260818
208,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__004,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__004,L,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36078752872488679,0.73209250713508345,0.36208085847354399,0.047020964367209997,11.86374220700236,0.18850437780207638,-0.020867323203610344,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__004|seed=20260818
209,xgboost,XGBoost,model_stage_v1__coarse__xgboost__012,XGBoost | model_stage_v1__coarse__xgboost__012,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35883316232009499,0.72916452895364436,0.36473147523510668,0.058609249289279887,18.398052000848111,0.18655001139728458,-0.02282168960840214,xgboost|L+D+R|model_stage_v1__coarse__xgboost__012|seed=20260818
210,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__005,SVM RBF | model_stage_v1__coarse__rbf_svm__005,L+D+R,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35863944786853941,0.67524219571190258,0.36772129987657021,0.058065909135817509,34.019976750016212,0.186356296945729,-0.023015404059957723,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__005|seed=20260818
211,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__001,SVM RBF | model_stage_v1__coarse__rbf_svm__001,L,"{""C"": 0.1, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35842416153005757,0.71863949171439645,0.35921217209200651,0.065250469536073552,33.117486583010759,0.18614101060724716,-0.023230690398439557,rbf_svm|L|model_stage_v1__coarse__rbf_svm__001|seed=20260818
212,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__002,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__002,L,"{""C"": 0.01, ""imbalance"": ""none"", ""l1_ratio"": 0.5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35729722524617075,0.73090901755644877,0.36120558665613006,0.047730763360529879,10.428784082992934,0.18501407432336034,-0.024357626682326383,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__002|seed=20260818
213,xgboost,XGBoost,model_stage_v1__coarse__xgboost__008,XGBoost | model_stage_v1__coarse__xgboost__008,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35714437156095824,0.7212320641573301,0.36148122705659341,0.053078835299801369,19.092898375878576,0.18486122063814783,-0.024510480367538889,xgboost|L+D+R|model_stage_v1__coarse__xgboost__008|seed=20260818
214,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__002,SVM RBF | model_stage_v1__coarse__rbf_svm__002,L+D+R,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35706771853207675,0.66974325177082983,0.36551119882546595,0.052313286890689252,37.91992004297208,0.18478456760926634,-0.02458713339642038,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__002|seed=20260818
215,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__002,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__002,L+D+R,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35567022555836925,0.69813070338964966,0.36736735502392198,0.051449993471919017,55.261142915987875,0.18338707463555884,-0.025984626370127883,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__002|seed=20260818
216,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__009,SVM RBF | model_stage_v1__coarse__rbf_svm__009,L+D+R,"{""C"": 10.0, ""gamma"": 0.01, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35469190404325901,0.66089696487218141,0.35886756999049679,0.052197160476561581,34.636599875055254,0.1824087531204486,-0.02696294788523812,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__009|seed=20260818
217,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__011,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__011,L+D+R,"{""activation"": ""tanh"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [32], ""imbalance"": ""none"", ""learning_rate"": 0.003, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35387591474237673,0.70307929383046264,0.36178355949606589,0.056512643104524529,123.20946945913602,0.18159276381956632,-0.0277789371861204,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__011|seed=20260818
218,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__011,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__011,L+D,"{""activation"": ""tanh"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [32], ""imbalance"": ""none"", ""learning_rate"": 0.003, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35340467073846515,0.71349001363774822,0.35855268546594904,0.042585645847725152,123.04867129190825,0.18112151981565475,-0.028250181190031975,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__011|seed=20260818
219,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__002,SVM RBF | model_stage_v1__coarse__rbf_svm__002,L+D,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35232057860486987,0.65123923654319704,0.35915078575360643,0.035248871351441793,32.198750416049734,0.18003742768205946,-0.029334273323627258,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__002|seed=20260818
220,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__005,SVM RBF | model_stage_v1__coarse__rbf_svm__005,L+D,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35177803010648839,0.65089456259923872,0.35778975046386813,0.036616733551839517,31.903254124976229,0.17949487918367799,-0.029876821822008737,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__005|seed=20260818
221,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__009,SVM RBF | model_stage_v1__coarse__rbf_svm__009,L+D,"{""C"": 10.0, ""gamma"": 0.01, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35158174103657236,0.65712755988982374,0.35575204453290471,0.039230108846641361,32.621306668035686,0.17929859011376195,-0.03007311089192477,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__009|seed=20260818
222,xgboost,XGBoost,model_stage_v1__coarse__xgboost__008,XGBoost | model_stage_v1__coarse__xgboost__008,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.35084157263860882,0.71517016999093952,0.35324415952861998,0.046200650021828361,14.870580207032617,0.17855842171579842,-0.030813279289888307,xgboost|L|model_stage_v1__coarse__xgboost__008|seed=20260818
223,xgboost,XGBoost,model_stage_v1__coarse__xgboost__002,XGBoost | model_stage_v1__coarse__xgboost__002,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34954823587516659,0.71828121675067158,0.35139137326926578,0.052660156434250822,17.625175000051968,0.17726508495235618,-0.032106616053330539,xgboost|L|model_stage_v1__coarse__xgboost__002|seed=20260818
224,xgboost,XGBoost,model_stage_v1__coarse__xgboost__012,XGBoost | model_stage_v1__coarse__xgboost__012,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34929468889551324,0.72324785580210316,0.35230982252466453,0.05325623494141004,16.448848375002854,0.17701153797270283,-0.032360163032983891,xgboost|L+D|model_stage_v1__coarse__xgboost__012|seed=20260818
225,xgboost,XGBoost,model_stage_v1__coarse__xgboost__002,XGBoost | model_stage_v1__coarse__xgboost__002,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34866720842255905,0.72294828903762398,0.35355563711811683,0.050444668730654556,21.837559082021471,0.17638405749974864,-0.03298764350593808,xgboost|L+D|model_stage_v1__coarse__xgboost__002|seed=20260818
