cik,cik10,name_from_ticker_map,name_from_sec,entity_type,sic,sic_int,sic_description,sic_major_group,research_sector,include_in_research_universe,exclude_reason,classification_rule,fiscal_year_end,tickers,exchanges
1733861,0001733861,REST EZ Inc.,REST EZ Inc.,operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0331,RTEZ,OTC
1733868,0001733868,CNFinance Holdings Ltd.,CNFinance Holdings Ltd.,other,6199,6199.0,Finance Services,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,CNF,NYSE
1733968,0001733968,West Red Lake Gold Mines Ltd.,West Red Lake Gold Mines Ltd.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1130,WRLGF;WLGMF;WRLRF;WRLWF,OTC;OTC;OTC;OTC
1733998,0001733998,Northwest Natural Holding Co,Northwest Natural Holding Co,operating,4924,4924.0,Natural Gas Distribution,Transportation_Communications_Utilities,Excluded_Utilities,False,utilities_excluded,sic_4900_4999,1231,NWN,NYSE
1734005,0001734005,Aptorum Group Ltd,Aptorum Group Ltd,other,3829,3829.0,"Measuring & Controlling Devices, NEC",Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,APM,Nasdaq
1734107,0001734107,Sohu.com Ltd,Sohu.com Ltd,other,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,SOHU,Nasdaq
1734342,0001734342,Amerant Bancorp Inc.,Amerant Bancorp Inc.,operating,6021,6021.0,National Commercial Banks,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,AMTB,NYSE
1734427,0001734427,Colibri Resource Corp,Colibri Resource Corp,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1130,CRUCF,OTC
1734520,0001734520,Alithya Group inc,Alithya Group inc,other,7370,7370.0,"Services-Computer Programming, Data Processing, Etc.",Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0331,ALYAF,OTC
1734713,0001734713,"BrightView Holdings, Inc.","BrightView Holdings, Inc.",operating,0700,700.0,Agricultural Services,Agriculture_Forestry_Fishing,Other_Out_Of_Scope,False,out_of_scope_sector,not_in_target_research_sectors,0930,BV,NYSE
1734722,0001734722,"UiPath, Inc.","UiPath, Inc.",operating,7372,7372.0,Services-Prepackaged Software,Services,Technology,True,,technology_sic_range_or_keyword,0131,PATH,NYSE
1734750,0001734750,"Corvex, Inc.","Corvex, Inc.",operating,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Technology,True,,technology_sic_range_or_keyword,1231,MOVE,Nasdaq
1735041,0001735041,Greenland Technologies Holding Corp.,Greenland Technologies Holding Corp.,operating,3560,3560.0,General Industrial Machinery & Equipment,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,GTEC,Nasdaq
1735438,0001735438,MeiraGTx Holdings plc,MeiraGTx Holdings plc,operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,MGTX,Nasdaq
1735514,0001735514,Light AI Inc.,Light AI Inc.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,OHCFF,OTC
1735556,0001735556,BIT ORIGIN Ltd,BIT ORIGIN Ltd,other,6199,6199.0,Finance Services,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0630,BTOG,Nasdaq
1735707,0001735707,Garrett Motion Inc.,Garrett Motion Inc.,operating,3714,3714.0,Motor Vehicle Parts & Accessories,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,GTX,Nasdaq
1736035,0001736035,Blackstone Secured Lending Fund,Blackstone Secured Lending Fund,operating,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,BXSL,NYSE
1736243,0001736243,"Acurx Pharmaceuticals, Inc.","Acurx Pharmaceuticals, Inc.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,ACXP,Nasdaq
1736289,0001736289,Route1 Inc.,Route1 Inc.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,ROIUF,OTC
1736297,0001736297,"Astera Labs, Inc.","Astera Labs, Inc.",operating,3674,3674.0,Semiconductors & Related Devices,Manufacturing,Technology,True,,technology_sic_range_or_keyword,1231,ALAB,Nasdaq
1736510,0001736510,Variant Alternative Income Fund,Variant Alternative Income Fund,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,0430,NICHX,
1736541,0001736541,NIO Inc.,NIO Inc.,other,3711,3711.0,Motor Vehicles & Passenger Car Bodies,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,NIO;NIOIF,NYSE;OTC
1736730,0001736730,Camp4 Therapeutics Corp,Camp4 Therapeutics Corp,operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,CAMP,Nasdaq
1736734,0001736734,Lendbuzz Inc.,Lendbuzz Inc.,other,6141,6141.0,Personal Credit Institutions,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,LBZZ,
1736946,0001736946,"Arlo Technologies, Inc.","Arlo Technologies, Inc.",operating,7381,7381.0,"Services-Detective, Guard & Armored Car Services",Services,Extended_Candidate,True,,extended_candidate_services,1231,ARLO,NYSE
1737270,0001737270,Nextech3D.AI Corp.,Nextech3D.AI Corp.,other,7371,7371.0,Services-Computer Programming Services,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,,NEXCF,OTC
1737287,0001737287,"Allogene Therapeutics, Inc.","Allogene Therapeutics, Inc.",operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,ALLO,Nasdaq
1737319,0001737319,C3 Metals Inc.,C3 Metals Inc.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,0831,CUAUF,OTC
1737339,0001737339,Aurora Mobile Ltd,Aurora Mobile Ltd,other,7370,7370.0,"Services-Computer Programming, Data Processing, Etc.",Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,JG,Nasdaq
1737450,0001737450,Opera Ltd,Opera Ltd,other,7372,7372.0,Services-Prepackaged Software,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,OPRA,Nasdaq
1737523,0001737523,BioNexus Gene Lab Corp,BioNexus Gene Lab Corp,operating,8071,8071.0,Services-Medical Laboratories,Services,Extended_Candidate,True,,extended_candidate_healthcare_services,1231,BGLC,Nasdaq
1737706,0001737706,Seadrill Ltd,Seadrill Ltd,operating,1381,1381.0,Drilling Oil & Gas Wells,Mining,Extended_Candidate,True,,extended_candidate_energy_mining,1231,SDRL,NYSE
1737806,0001737806,PDD Holdings Inc.,PDD Holdings Inc.,other,7389,7389.0,"Services-Business Services, NEC",Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,PDD,Nasdaq
1737924,0001737924,Nuveen Churchill Direct Lending Corp.,Nuveen Churchill Direct Lending Corp.,operating,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,NCDL,NYSE
1737927,0001737927,Canopy Growth Corp,Canopy Growth Corp,operating,2833,2833.0,Medicinal Chemicals & Botanical Products,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0331,CGC,Nasdaq
1737953,0001737953,"Replimune Group, Inc.","Replimune Group, Inc.",operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0331,REPL,Nasdaq
1737995,0001737995,Sharps Technology Inc.,Sharps Technology Inc.,operating,3841,3841.0,Surgical & Medical Instruments & Apparatus,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,STSS;STSSW,Nasdaq;Nasdaq
1738021,0001738021,"Compass Therapeutics, Inc.","Compass Therapeutics, Inc.",operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,CMPX,Nasdaq
1738177,0001738177,Cambium Networks Corp,Cambium Networks Corp,operating,3663,3663.0,Radio & Tv Broadcasting & Communications Equipment,Manufacturing,Technology,True,,technology_sic_range_or_keyword,1231,CMBMF,OTC
1738699,0001738699,Wisekey International Holding S.A.,Wisekey International Holding S.A.,other,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,WKEY;WSKEF,Nasdaq;OTC
1738758,0001738758,"Cheer Holding, Inc.","Cheer Holding, Inc.",operating,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Technology,True,,technology_sic_range_or_keyword,1231,CHR,Nasdaq
1738827,0001738827,"KLX Energy Services Holdings, Inc.","KLX Energy Services Holdings, Inc.",operating,1389,1389.0,"Oil & Gas Field Services, NEC",Mining,Extended_Candidate,True,,extended_candidate_energy_mining,1231,KLXE,Nasdaq
1738906,0001738906,"111, Inc.","111, Inc.",other,5912,5912.0,Retail-Drug Stores and Proprietary Stores,Retail_Trade,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,YI,Nasdaq
1739016,0001739016,Elevra Lithium Ltd,Elevra Lithium Ltd,other,1400,1400.0,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),Mining,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0630,ELVR;SYAXF,Nasdaq;OTC
1739104,0001739104,Elanco Animal Health Inc,Elanco Animal Health Inc,operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,ELAN,NYSE
1739174,0001739174,BiomX Inc.,BiomX Inc.,operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,PHGE,NYSE
1739410,0001739410,Rallybio Corp,Rallybio Corp,operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,RLYB,Nasdaq
1739445,0001739445,"Arcosa, Inc.","Arcosa, Inc.",operating,3440,3440.0,Fabricated Structural Metal Products,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,ACA,NYSE
1739566,0001739566,"Utz Brands, Inc.","Utz Brands, Inc.",operating,2090,2090.0,Miscellaneous Food Preparations & Kindred Products,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0103,UTZ,NYSE
1739940,0001739940,Cigna Group,Cigna Group,operating,6324,6324.0,Hospital & Medical Service Plans,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,CI,NYSE
1740279,0001740279,"IN8BIO, INC.","IN8BIO, INC.",operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,INAB,Nasdaq
1740332,0001740332,"RESIDEO TECHNOLOGIES, INC.","RESIDEO TECHNOLOGIES, INC.",operating,5072,5072.0,Wholesale-Hardware,Wholesale_Trade,Extended_Candidate,True,,extended_candidate_wholesale_trade,1231,REZI,NYSE
1740604,0001740604,"BITGO HOLDINGS, INC.","BITGO HOLDINGS, INC.",operating,6199,6199.0,Finance Services,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,0123,BTGO,NYSE
1740797,0001740797,"AVAI BIO, INC.","AVAI BIO, INC.",operating,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Technology,True,,technology_sic_range_or_keyword,0331,AVAI,OTC
1741220,0001741220,CW Petroleum Corp,CW Petroleum Corp,other,5172,5172.0,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),Wholesale_Trade,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,CWPE,OTC
1741489,0001741489,"Elvictor Group, Inc.","Elvictor Group, Inc.",operating,8742,8742.0,Services-Management Consulting Services,Services,Extended_Candidate,True,,extended_candidate_services,1231,ELVG,OTC
1741530,0001741530,"Qfin Holdings, Inc.","Qfin Holdings, Inc.",other,6199,6199.0,Finance Services,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,QFIN;QFNHF,Nasdaq;OTC
1741534,0001741534,MDJM LTD,MDJM LTD,other,6531,6531.0,Real Estate Agents & Managers (For Others),Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,UOKAF,OTC
1742195,0001742195,Rubicon Organics Inc.,Rubicon Organics Inc.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,ROMJF,OTC
1742341,0001742341,HiTek Global Inc.,HiTek Global Inc.,other,7372,7372.0,Services-Prepackaged Software,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,HKIT,Nasdaq
1742518,0001742518,"MMTEC, INC.","MMTEC, INC.",other,7372,7372.0,Services-Prepackaged Software,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,MTC,Nasdaq
1742692,0001742692,InMode Ltd.,InMode Ltd.,other,3845,3845.0,Electromedical & Electrotherapeutic Apparatus,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,INMD,Nasdaq
1742770,0001742770,"Viomi Technology Co., Ltd","Viomi Technology Co., Ltd",other,3630,3630.0,Household Appliances,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,VIOT,Nasdaq
1742927,0001742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.","REVIVA PHARMACEUTICALS HOLDINGS, INC.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,RVPH,Nasdaq
1743102,0001743102,Jiayin Group Inc.,Jiayin Group Inc.,other,6199,6199.0,Finance Services,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,JFIN,Nasdaq
1743235,0001743235,Rio2 Ltd,Rio2 Ltd,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,RIOFF,OTC
1743340,0001743340,Token Cat Ltd,Token Cat Ltd,other,7389,7389.0,"Services-Business Services, NEC",Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,TC,Nasdaq
1743344,0001743344,PyroGenesis Canada Inc.,PyroGenesis Canada Inc.,other,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,PYRGF,OTC
1743725,0001743725,"GRID DYNAMICS HOLDINGS, INC.","GRID DYNAMICS HOLDINGS, INC.",operating,7372,7372.0,Services-Prepackaged Software,Services,Technology,True,,technology_sic_range_or_keyword,1231,GDYN,Nasdaq
1743745,0001743745,"Greenlane Holdings, Inc.","Greenlane Holdings, Inc.",operating,5099,5099.0,"Wholesale-Durable Goods, NEC",Wholesale_Trade,Extended_Candidate,True,,extended_candidate_wholesale_trade,1231,GNLN,Nasdaq
1743759,0001743759,"Corsair Gaming, Inc.","Corsair Gaming, Inc.",operating,3577,3577.0,"Computer Peripheral Equipment, NEC",Manufacturing,Technology,True,,technology_sic_range_or_keyword,1231,CRSR,Nasdaq
1743881,0001743881,"BridgeBio Pharma, Inc.","BridgeBio Pharma, Inc.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,BBIO,Nasdaq
1743905,0001743905,Rail Vision Ltd.,Rail Vision Ltd.,other,3743,3743.0,Railroad Equipment,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,RVSN;RVSNW,Nasdaq;Nasdaq
1743907,0001743907,"Sun Country Airlines Holdings, LLC","Sun Country Airlines Holdings, LLC",operating,4512,4512.0,"Air Transportation, Scheduled",Transportation_Communications_Utilities,Extended_Candidate,True,,extended_candidate_transportation_communications,1231,SNCY,Nasdaq
1743971,0001743971,MOGU Inc.,MOGU Inc.,other,7389,7389.0,"Services-Business Services, NEC",Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0331,MOGU,NYSE
1744489,0001744489,Walt Disney Co,Walt Disney Co,operating,7990,7990.0,Services-Miscellaneous Amusement & Recreation,Services,Extended_Candidate,True,,extended_candidate_services,1003,DIS,NYSE
1744494,0001744494,"ADVENT TECHNOLOGIES HOLDINGS, INC.","ADVENT TECHNOLOGIES HOLDINGS, INC.",operating,3690,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,ADNH,OTC
1744676,0001744676,Tencent Music Entertainment Group,Tencent Music Entertainment Group,other,4832,4832.0,Radio Broadcasting Stations,Transportation_Communications_Utilities,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,TME;TCMEF,NYSE;OTC
1744781,0001744781,Niu Technologies,Niu Technologies,other,3711,3711.0,Motor Vehicles & Passenger Car Bodies,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,NIU,Nasdaq
1745059,0001745059,Angel Oak Financial Strategies Income Term Trust,Angel Oak Financial Strategies Income Term Trust,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,0131,FINS,NYSE
1745078,0001745078,"Vynleads, Inc.","Vynleads, Inc.",operating,7200,7200.0,Services-Personal Services,Services,Extended_Candidate,True,,extended_candidate_services,1231,VYND,OTC
1745114,0001745114,MOLECULAR PARTNERS AG,MOLECULAR PARTNERS AG,other,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,MOLN,Nasdaq
1745201,0001745201,Viking Holdings Ltd,Viking Holdings Ltd,other,4400,4400.0,Water Transportation,Transportation_Communications_Utilities,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,VIK,NYSE
1745431,0001745431,StoneCo Ltd.,StoneCo Ltd.,other,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,STNE,Nasdaq
1745916,0001745916,"PennyMac Financial Services, Inc.","PennyMac Financial Services, Inc.",operating,6162,6162.0,Mortgage Bankers & Loan Correspondents,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,PFSI,NYSE
1745999,0001745999,Beam Therapeutics Inc.,Beam Therapeutics Inc.,operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,BEAM,Nasdaq
1746109,0001746109,Bank First Corp,Bank First Corp,operating,6021,6021.0,National Commercial Banks,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,BFC,Nasdaq
1746119,0001746119,Vanguard Green Investment Ltd,Vanguard Green Investment Ltd,operating,7200,7200.0,Services-Personal Services,Services,Extended_Candidate,True,,extended_candidate_services,0731,VGES,OTC
1746129,0001746129,Bank7 Corp.,Bank7 Corp.,operating,6022,6022.0,State Commercial Banks,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,BSVN,Nasdaq
1746466,0001746466,"Equillium, Inc.","Equillium, Inc.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,EQ,Nasdaq
1746473,0001746473,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,PLRX,Nasdaq
1746618,0001746618,"Revolve Group, Inc.","Revolve Group, Inc.",operating,5961,5961.0,Retail-Catalog & Mail-Order Houses,Retail_Trade,Retail,True,,sic_5200_5999,1231,RVLV,NYSE
1746967,0001746967,"RiverNorth Opportunistic Municipal Income Fund, Inc.","RiverNorth Opportunistic Municipal Income Fund, Inc.",other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,,RMI,NYSE
1747068,0001747068,"MetroCity Bankshares, Inc.","MetroCity Bankshares, Inc.",operating,6022,6022.0,State Commercial Banks,Finance_Insurance_Real_Estate,Excluded_Fund_ETF_Trust,False,fund_etf_or_trust_excluded,fund_etf_trust_keyword_or_sic,1231,MCBS,Nasdaq
1747079,0001747079,Bally's Corp,Bally's Corp,operating,7011,7011.0,Hotels & Motels,Services,Extended_Candidate,True,,extended_candidate_services,1231,BALY,NYSE
1747172,0001747172,"Kayne Anderson BDC, Inc.","Kayne Anderson BDC, Inc.",operating,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,KBDC,NYSE
1747657,0001747657,Sitka Gold Corp.,Sitka Gold Corp.,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,SITKF,OTC
1747661,0001747661,Zeta Network Group,Zeta Network Group,other,8200,8200.0,Services-Educational Services,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0630,ZNB,Nasdaq
1747777,0001747777,Blue Owl Technology Finance Corp.,Blue Owl Technology Finance Corp.,operating,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,OTF,NYSE
1748137,0001748137,NeoVolta Inc.,NeoVolta Inc.,operating,3690,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0630,NEOV;NEOVW,Nasdaq;Nasdaq
1748680,0001748680,1WS Credit Income Fund,1WS Credit Income Fund,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,,OWSCX,
1748790,0001748790,Amcor plc,Amcor plc,operating,3990,3990.0,Miscellaneous Manufacturing Industries,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0630,AMCR;AMCCF,NYSE;OTC
1748797,0001748797,BRP Inc.,BRP Inc.,other,3790,3790.0,Miscellaneous Transportation Equipment,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,,DOO,Nasdaq
1748824,0001748824,Acadian Asset Management Inc.,Acadian Asset Management Inc.,operating,6282,6282.0,Investment Advice,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,AAMI,NYSE
1748945,0001748945,Grayscale Horizen Trust (ZEN),Grayscale Horizen Trust (ZEN),operating,6221,6221.0,Commodity Contracts Brokers & Dealers,Finance_Insurance_Real_Estate,Excluded_Fund_ETF_Trust,False,fund_etf_or_trust_excluded,fund_etf_trust_keyword_or_sic,1231,HZEN,OTC
1749723,0001749723,New Fortress Energy Inc.,New Fortress Energy Inc.,operating,4924,4924.0,Natural Gas Distribution,Transportation_Communications_Utilities,Excluded_Utilities,False,utilities_excluded,sic_4900_4999,1231,NFE,Nasdaq
1750106,0001750106,Alset Inc.,Alset Inc.,operating,6500,6500.0,Real Estate,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,AEI,Nasdaq
1750149,0001750149,"Inhibikase Therapeutics, Inc.","Inhibikase Therapeutics, Inc.",operating,2836,2836.0,"Biological Products, (No Diagnostic Substances)",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,IKT,Nasdaq
1750155,0001750155,"Charlotte's Web Holdings, Inc.","Charlotte's Web Holdings, Inc.",operating,0100,100.0,Agricultural Production-Crops,Agriculture_Forestry_Fishing,Other_Out_Of_Scope,False,out_of_scope_sector,not_in_target_research_sectors,1231,CWBHF,OTC
1750264,0001750264,Maase Inc.,Maase Inc.,other,6282,6282.0,Investment Advice,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0630,MAAS,Nasdaq
1750284,0001750284,"Olema Pharmaceuticals, Inc.","Olema Pharmaceuticals, Inc.",operating,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,OLMA,Nasdaq
1750593,0001750593,Fangdd Network Group Ltd.,Fangdd Network Group Ltd.,other,6500,6500.0,Real Estate,Finance_Insurance_Real_Estate,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,DUO,Nasdaq
1750704,0001750704,"HawkEye 360, Inc.","HawkEye 360, Inc.",other,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,HAWK,
1750735,0001750735,Meridian Corp,Meridian Corp,operating,6021,6021.0,National Commercial Banks,Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,MRBK,Nasdaq
1750777,0001750777,"Hawkeye Systems, Inc.","Hawkeye Systems, Inc.",operating,3861,3861.0,Photographic Equipment & Supplies,Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,0630,HWKE,OTC
1751008,0001751008,AppLovin Corp,AppLovin Corp,operating,7370,7370.0,"Services-Computer Programming, Data Processing, Etc.",Services,Technology,True,,technology_sic_range_or_keyword,1231,APP,Nasdaq
1751162,0001751162,China Tower Corp Limited/ADR,China Tower Corp Limited/ADR,other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,CHWRF,OTC
1751707,0001751707,OZ VISION INC.,OZ VISION INC.,operating,4700,4700.0,Transportation Services,Transportation_Communications_Utilities,Extended_Candidate,True,,extended_candidate_transportation_communications,0630,UNXP;OZVN,None;OTC
1751783,0001751783,"Rhinebeck Bancorp, Inc.","Rhinebeck Bancorp, Inc.",operating,6036,6036.0,"Savings Institutions, Not Federally Chartered",Finance_Insurance_Real_Estate,Excluded_Financials_Insurance_RealEstate,False,financials_insurance_real_estate_excluded,sic_6000_6799,1231,RBKB,Nasdaq
1751788,0001751788,DOW INC.,DOW INC.,operating,2821,2821.0,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing,Industrials_Manufacturing,True,,sic_2000_3999_non_technology,1231,DOW,NYSE
1751876,0001751876,Paranovus Entertainment Technology Ltd.,Paranovus Entertainment Technology Ltd.,other,7374,7374.0,Services-Computer Processing & Data Preparation,Services,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,0331,PAVS,Nasdaq
1751912,0001751912,NERVGEN PHARMA CORP.,NERVGEN PHARMA CORP.,other,2834,2834.0,Pharmaceutical Preparations,Manufacturing,Excluded_NonOperating_Entity,False,non_operating_entity_type,entity_type_not_operating,1231,NGEN,Nasdaq
1752564,0001752564,"Mercari, Inc./ADR","Mercari, Inc./ADR",other,,,,Unknown,Unknown,False,missing_sic,sic_missing_or_invalid,1231,MRCIF,OTC
